transaction_id,cardholder_id,amount,merchant_category,distance_from_home,velocity_1h,velocity_24h,is_international,is_fraud
TXN_000093,USER_3100,153.58635121643482,travel,15.207227930969658,0,1,0,0
TXN_000094,USER_0201,41.559398391987095,grocery,2.802923553836875,0,3,0,0
TXN_000095,USER_4876,313.05660834083005,electronics,26.746167210147277,1,3,0,0
TXN_000096,USER_3105,90.34010333449903,travel,20.946947475390985,0,2,0,0
TXN_000097,USER_4599,38.1161116009709,electronics,0.40987737973252436,0,6,0,0
TXN_000098,USER_2455,22.920620150915965,digital_goods,28.456822025900042,0,5,0,0
TXN_000099,USER_3646,156.04163901043646,travel,12.889891511067212,1,3,0,0
TXN_000100,USER_0805,33.71522982845596,travel,17.00166369513028,0,2,0,0
TXN_000101,USER_2732,8.403383404037292,digital_goods,0.9497722607890626,0,2,0,0
TXN_000102,USER_2774,29.4982175784364,grocery,14.887150751225652,0,3,1,0
TXN_000103,USER_1571,19.833657606799818,electronics,1.3204821178521895,0,1,0,0
TXN_000104,USER_2691,33.89504662154695,electronics,4.553319247681614,1,3,0,0
TXN_000105,USER_3841,76.25139689328093,electronics,1.8778518046404438,0,3,0,0
TXN_000106,USER_1029,57.05084965294447,electronics,16.990272606204016,1,5,0,0
TXN_000107,USER_0503,98.0608262507172,retail,20.506068790992448,0,4,0,0
TXN_000108,USER_4494,35.46601970829283,digital_goods,8.8329428569629,0,2,1,0
TXN_000109,USER_0871,14.571176781499965,grocery,10.614065756862445,1,4,1,0
TXN_000110,USER_4489,18.10041596649156,digital_goods,3.3044670568291328,0,2,0,0
TXN_000111,USER_0207,124.69574006329819,electronics,8.585996111481151,0,1,0,0
TXN_000112,USER_1485,12.734780122589791,retail,5.7302509071540015,1,5,0,0
TXN_000113,USER_0864,125.00844626800261,retail,12.928835633820364,0,3,0,0
TXN_000114,USER_2791,22.92921322644742,digital_goods,2.7066500311925665,0,1,0,0
TXN_000115,USER_0564,90.08458259868331,travel,4.492311494033544,1,2,0,0
TXN_000116,USER_4192,78.18241489499307,grocery,16.252146012277464,0,3,0,0
TXN_000117,USER_1758,12.75721498708699,retail,22.36049075531013,0,1,0,0
TXN_000118,USER_1679,87.21542698214098,electronics,21.689810888516607,0,1,0,0
TXN_000119,USER_3243,49.49865544989338,travel,7.779050830172146,0,2,0,0
TXN_000120,USER_4637,97.11016297282019,grocery,21.32295960606296,1,1,0,0
TXN_000121,USER_1060,140.35144008193706,electronics,18.470760543317773,0,0,0,0
TXN_000122,USER_1723,8.022548002852155,digital_goods,3.040804198592495,0,1,0,0
TXN_000123,USER_3315,83.30138882779762,retail,12.178020551042543,0,2,0,0
TXN_000124,USER_3158,13.316333136621383,digital_goods,18.616854468458225,1,2,0,0
TXN_000125,USER_2626,40.71678903714317,travel,34.220874723251974,0,4,0,0
TXN_000126,USER_2730,5.9569673108148224,retail,6.0953326763898374,0,3,0,0
TXN_000127,USER_1598,34.88415877502822,electronics,10.707682624248262,1,3,0,0
TXN_000128,USER_3061,18.916444258425912,travel,8.489936283266381,0,0,0,0
TXN_000129,USER_2694,65.93946143378264,grocery,17.606555629473743,1,2,0,0
TXN_000130,USER_4892,58.84972639863769,electronics,6.337263038206304,1,0,0,0
TXN_000131,USER_3628,123.22723003907394,grocery,18.67078152603302,0,4,1,0
TXN_000132,USER_1364,81.61578430990374,retail,3.1848046226071256,0,1,0,0
TXN_000133,USER_1982,99.04657023389844,grocery,5.083797986458311,0,3,0,0
TXN_000134,USER_1664,12.27798199793655,retail,21.697906183753066,0,3,0,0
TXN_000135,USER_1530,7.111816725869957,grocery,1.8190430222692133,0,5,1,0
TXN_000136,USER_2039,266.8543609561011,digital_goods,2.1688760385634787,2,3,1,1
TXN_000137,USER_3303,46.769459241384475,digital_goods,6.580075556959036,0,0,1,0
TXN_000138,USER_2238,42.68633420221605,travel,20.28423634094655,0,1,0,0
TXN_000139,USER_1307,7.6730028935704535,grocery,33.911204341602954,2,0,1,1
TXN_000140,USER_4030,14.49473124502789,retail,11.018960825772933,0,3,0,0
TXN_000141,USER_2676,216.60056526165513,electronics,9.224933849923962,0,2,0,0
TXN_000142,USER_1283,94.02017381878241,retail,26.292462221565426,0,1,0,0
TXN_000143,USER_0710,44.47235929116288,digital_goods,8.96716740647963,1,1,0,0
TXN_000144,USER_4745,181.13471718910105,electronics,6.61677505932375,0,2,0,0
TXN_000145,USER_4414,71.85025977293127,grocery,14.399082145927018,0,4,0,0
TXN_000146,USER_3749,107.91990671078878,digital_goods,6.969071998969994,1,5,0,0
TXN_000147,USER_4780,47.36968368884115,grocery,7.740074883800631,0,0,0,0
TXN_000148,USER_0664,47.36025019509262,digital_goods,23.18952453384277,0,4,0,0
TXN_000149,USER_1999,10.30989558190583,grocery,27.584610162380805,0,1,0,0
TXN_000150,USER_3446,104.3118862554507,digital_goods,6.0660198876817475,0,2,0,0
TXN_000151,USER_3744,12.828525002878227,travel,0.35760774188441236,1,1,1,0
TXN_000152,USER_1496,113.37928379389338,retail,16.333107737669494,0,3,0,0
TXN_000153,USER_3305,20.883572044862305,retail,5.961881661465883,0,2,0,0
TXN_000154,USER_3764,26.313341614127424,grocery,16.02491363286439,0,5,0,0
TXN_000155,USER_1854,192.47693681236112,grocery,20.036375303427327,0,2,0,0
TXN_000156,USER_4660,52.838038479039355,electronics,19.25450764815284,0,0,0,0
TXN_000157,USER_1292,15.035645288711917,electronics,4.0256028814454305,0,3,0,0
TXN_000158,USER_3582,181.6052879020432,retail,0.20343230102933063,0,4,0,0
TXN_000159,USER_3458,50.16535566739582,retail,29.410058638382488,1,6,0,0
TXN_000160,USER_1637,15.492198447498886,travel,4.703334734227267,0,1,0,0
TXN_000161,USER_3697,42.173477478087186,grocery,18.44533122498235,0,3,1,0
TXN_000162,USER_3000,71.74726159005617,grocery,2.6839158841205215,0,3,1,0
TXN_000163,USER_3153,38.746492650040864,retail,5.175623500171259,0,1,0,0
TXN_000164,USER_0699,198.59960108424482,grocery,5.164443607793325,0,1,1,0
TXN_000165,USER_2161,28.570829030495318,electronics,11.077930095188878,0,3,0,0
TXN_000166,USER_4098,19.502967288563475,grocery,24.21522927430521,0,3,0,0
TXN_000167,USER_4738,23.726116568828306,electronics,6.61113697239794,0,3,0,0
TXN_000168,USER_0855,11.559947562476893,digital_goods,4.041146251636656,0,2,0,0
TXN_000169,USER_3475,50.15153966739799,grocery,2.6063460781429777,0,5,0,0
TXN_000170,USER_1708,162.9856326157192,digital_goods,4.114343651537385,2,3,0,0
TXN_000171,USER_2778,32.32491453633778,retail,41.46875067864105,0,6,0,0
TXN_000172,USER_1734,27.414586310898567,grocery,33.88194107326818,0,2,0,0
TXN_000173,USER_4932,141.22758278709844,travel,1.515066493678507,0,3,0,0
TXN_000174,USER_3511,32.39569291843081,travel,6.902248614670809,0,3,0,0
TXN_000175,USER_0203,53.597547214693584,digital_goods,11.892377277077149,1,1,0,0
TXN_000176,USER_3256,7.380230854198886,travel,9.033341815999863,1,3,0,0
TXN_000177,USER_4219,30.378086955433137,electronics,6.125561523023162,0,3,0,0
TXN_000178,USER_4497,15.492943873099572,retail,26.96657700034615,0,1,0,0
TXN_000179,USER_0767,13.39080382723103,electronics,11.140627018654385,0,5,0,0
TXN_000180,USER_4390,47.345651038561854,retail,10.093364729135825,0,2,0,0
TXN_000181,USER_2328,29.360442471448287,travel,0.6611168129177711,0,2,0,0
TXN_000182,USER_2932,18.65432813936573,retail,19.285824488124465,0,2,0,0
TXN_000183,USER_0198,58.728924123197494,electronics,18.788577617514722,0,6,0,0
TXN_000184,USER_1931,119.9510387581688,digital_goods,3.5830219350166814,0,4,0,0
TXN_000185,USER_3583,104.56205634439205,digital_goods,14.404773445227114,0,4,0,0
TXN_000186,USER_0609,26.65248750286885,grocery,4.689333007558146,3,1,0,0
TXN_000187,USER_3273,27.901257449787003,electronics,24.085369140608893,0,4,0,0
TXN_000188,USER_1148,103.73015006448122,electronics,24.995783435933184,2,3,0,0
TXN_000189,USER_4283,66.09245017918744,digital_goods,9.84267335051074,0,1,0,0
TXN_000190,USER_3398,106.73084890537761,travel,8.360589718219707,1,2,0,0
TXN_000191,USER_2512,5.102472334913096,digital_goods,26.74345362982419,0,2,0,0
TXN_000192,USER_1795,11.83780183773149,grocery,18.295175003428426,0,2,0,0
TXN_000193,USER_0660,126.45028032162072,grocery,20.61539877698737,0,3,1,0
TXN_000194,USER_2812,147.84549084062957,electronics,20.246568630354503,2,2,0,0
TXN_000195,USER_1370,36.555610035425445,electronics,20.634295672651433,0,3,0,0
TXN_000196,USER_1987,243.35678344947792,grocery,5.103627885088873,0,2,0,0
TXN_000197,USER_0147,31.91896307677819,electronics,49.49784198013735,3,2,0,0
TXN_000198,USER_3220,170.738985856339,retail,15.338855899013694,1,1,0,0
TXN_000199,USER_2912,46.0758667714072,grocery,1.8303818522586002,0,3,0,0
TXN_000200,USER_1735,66.88247083043638,grocery,16.13140534035759,0,1,0,0
TXN_000201,USER_1844,82.30868355253216,electronics,29.225577255512068,0,2,0,0
TXN_000202,USER_0489,15.713089833674585,retail,7.70073551365103,0,0,1,0
TXN_000203,USER_2977,7.836316705790843,grocery,9.41662217323825,0,1,0,0
TXN_000204,USER_1960,46.73908133704913,retail,10.023609501145582,0,3,0,0
TXN_000205,USER_2386,18.108343241646285,grocery,8.626228129593333,0,5,0,0
TXN_000206,USER_2920,64.71059013957156,retail,19.274317807061813,0,1,0,0
TXN_000207,USER_4737,50.33605611193046,digital_goods,8.683630988598088,1,5,0,0
TXN_000208,USER_1803,14.766490950781414,grocery,1.9795994201916587,0,1,1,0
TXN_000209,USER_4062,87.19781907411529,retail,3.53961963967291,0,2,0,0
TXN_000210,USER_3370,6.5530790948804505,digital_goods,5.694599855612971,0,1,0,0
TXN_000211,USER_0263,15.133517413199485,electronics,14.71675495387673,0,3,0,0
TXN_000212,USER_0624,95.3390267765851,travel,3.8455209562836963,1,5,0,0
TXN_000213,USER_1017,61.28525197170432,retail,21.857396061388954,0,2,0,0
TXN_000214,USER_3644,29.83942660330758,digital_goods,0.9535665500393176,0,4,0,0
TXN_000215,USER_4977,19.90633573451393,grocery,9.500407566622142,0,3,1,0
TXN_000216,USER_2050,82.10113620041147,digital_goods,24.627983141104927,0,1,0,0
TXN_000217,USER_3724,22.26229760893263,travel,20.14842228607088,1,2,1,0
TXN_000218,USER_4549,318.05806194226284,travel,14.977279179064652,0,2,0,0
TXN_000219,USER_3109,157.62023854465647,travel,4.1572232295558305,0,4,1,0
TXN_000220,USER_4091,15.630916303716903,electronics,2.428961392460984,0,2,0,0
TXN_000221,USER_2057,152.00584858175,retail,8.126717799183197,0,5,0,0
TXN_000222,USER_3171,36.738902079857056,grocery,22.17115057634627,0,1,1,0
TXN_000223,USER_1683,55.49816804415839,retail,18.159340494897965,0,2,0,0
TXN_000224,USER_2256,16.55842686794759,retail,10.057216742622346,0,4,1,0
TXN_000225,USER_1155,14.465917490195828,electronics,12.864591103266877,0,1,0,0
TXN_000226,USER_4500,155.4604088279738,grocery,6.6992386170807094,1,3,0,0
TXN_000227,USER_3192,79.54910711147379,electronics,13.92493503882458,1,1,0,0
TXN_000228,USER_1697,51.27801697291232,grocery,18.569900025627696,0,2,0,0
TXN_000229,USER_3992,7.762548073268023,digital_goods,27.783883489046286,0,2,0,0
TXN_000230,USER_4724,196.29194209738043,grocery,10.024273237536264,0,0,0,0
TXN_000231,USER_4683,40.380973268359234,electronics,9.613405029123829,0,3,1,0
TXN_000232,USER_1649,45.42248809402911,digital_goods,0.2635593823613718,0,2,1,0
TXN_000233,USER_1446,30.666655734592364,grocery,6.530371980506088,0,2,0,0
TXN_000234,USER_4200,171.43037568257304,travel,12.738592737307773,0,3,0,0
TXN_000235,USER_3924,36.6864727485319,electronics,14.383336855218722,0,3,0,0
TXN_000236,USER_0254,19.35967823859292,digital_goods,20.024511736935857,0,2,0,0
TXN_000237,USER_3184,57.069664385217166,travel,24.224232104148133,0,1,0,0
TXN_000238,USER_2558,119.07017518683654,digital_goods,14.688567813116617,0,3,0,0
TXN_000239,USER_0099,39.81217139858499,grocery,18.516922151697717,0,2,1,0
TXN_000240,USER_2201,84.17640518535686,grocery,17.537548014945056,0,4,0,0
TXN_000241,USER_2962,32.204595887657234,digital_goods,9.784389987995592,0,4,1,0
TXN_000242,USER_4974,100.40878572156976,digital_goods,8.665807949281234,2,3,0,0
TXN_000243,USER_4434,87.86022744432168,grocery,2.6297309471485724,0,3,0,0
TXN_000244,USER_3778,90.63468679081447,retail,4.9791096927904235,1,3,0,0
TXN_000245,USER_2870,82.8648127436691,digital_goods,9.443643946623741,2,3,1,0
TXN_000246,USER_3235,17.747968692409195,retail,12.739358310434774,0,1,1,0
TXN_000247,USER_3792,169.18819377143575,grocery,13.593055763081052,1,4,0,0
TXN_000248,USER_0957,71.09691651331326,travel,28.338595302659474,0,5,0,0
TXN_000249,USER_4068,41.14199963398442,travel,2.55434266736124,0,1,0,0
TXN_000250,USER_0161,19.18603672341348,electronics,9.083197147250473,0,6,1,0
TXN_000251,USER_4494,119.79045481347286,electronics,10.545509071526597,0,3,0,0
TXN_000252,USER_1301,58.35571349811134,grocery,8.596355653156891,0,5,0,0
TXN_000253,USER_4912,16.950453433994802,digital_goods,5.793090180764568,0,5,0,0
TXN_000254,USER_3988,195.77367161424112,travel,6.2195665890746845,0,1,0,0
TXN_000255,USER_1528,13.410628440338444,digital_goods,6.87348770461212,0,5,1,0
TXN_000256,USER_1219,60.71016717921054,retail,1.9920353613717001,0,1,0,0
TXN_000257,USER_4497,75.73253098615317,grocery,17.053136172377855,0,2,0,0
TXN_000258,USER_4736,521.9350907176846,electronics,0.5478148346948073,0,4,0,0
TXN_000259,USER_3105,16.391617685589225,grocery,15.993720725400523,0,3,0,0
TXN_000260,USER_2736,76.30843795878877,electronics,3.406182665525691,0,2,0,0
TXN_000261,USER_4556,53.57229113867962,grocery,0.9165470377953762,0,3,0,0
TXN_000262,USER_0955,27.29100985239837,grocery,11.497954287016036,1,4,0,0
TXN_000263,USER_4566,218.8206850882152,electronics,6.472296716262617,0,3,0,0
TXN_000264,USER_3447,122.35050339815592,retail,8.486675446401255,1,3,1,0
TXN_000265,USER_1046,117.56320031008015,grocery,14.543291864562732,0,1,1,0
TXN_000266,USER_1694,177.08588702467281,travel,8.302739512612199,0,1,0,0
TXN_000267,USER_3437,101.83583162794936,grocery,9.66166617316563,0,6,0,0
TXN_000268,USER_0563,58.00383258443556,digital_goods,25.17309010167042,0,0,0,0
TXN_000269,USER_2486,42.261377012749946,travel,34.35723674329473,0,1,0,0
TXN_000270,USER_3355,96.33852732819291,digital_goods,6.117250006215846,2,4,0,0
TXN_000271,USER_0226,74.25087966021792,electronics,1.807180013637843,0,4,0,0
TXN_000272,USER_4894,63.71012246725363,electronics,7.6482533212395545,0,3,1,0
TXN_000273,USER_0960,71.6975844384816,electronics,8.113069421818228,0,1,0,0
TXN_000274,USER_4549,84.89141635054513,digital_goods,14.588881274147365,0,1,0,0
TXN_000275,USER_3068,264.8203356673476,electronics,17.770004631318834,0,4,1,0
TXN_000276,USER_0816,109.9255304510351,travel,16.098189794331077,1,3,1,0
TXN_000277,USER_4755,19.558249567406335,electronics,18.540520665599548,0,3,1,0
TXN_000278,USER_4643,52.16001021882594,grocery,13.761284149549091,0,3,0,0
TXN_000279,USER_3121,90.0465921209556,digital_goods,4.627558626833576,0,1,0,0
TXN_000280,USER_0017,19.487364079194272,digital_goods,9.77682355479146,1,4,0,0
TXN_000281,USER_1244,207.40194481452457,digital_goods,12.092074434703402,0,1,0,0
TXN_000282,USER_2206,11.01150871497087,digital_goods,7.74390041927094,0,4,0,0
TXN_000283,USER_2525,75.809957907089,retail,21.374787812847185,0,4,0,0
TXN_000284,USER_1070,284.5258392030911,electronics,12.440100211718647,0,2,1,0
TXN_000285,USER_3445,102.61018354636516,grocery,9.272293779896415,0,3,1,0
TXN_000286,USER_2566,89.81769324940966,grocery,13.069717661834323,0,0,0,0
TXN_000287,USER_1061,452.00919195565325,digital_goods,3.2303844761873624,0,2,0,0
TXN_000288,USER_2328,122.69328272217635,grocery,15.195313981331761,0,5,1,0
TXN_000289,USER_3421,268.7290333266703,electronics,13.804694627844652,0,2,1,0
TXN_000290,USER_0302,95.02152695980544,travel,4.600372041767594,0,5,0,0
TXN_000291,USER_4277,87.12463708781809,grocery,7.330922546913375,1,6,0,0
TXN_000292,USER_0607,112.84038597760767,retail,7.945749469186968,0,3,1,0
TXN_000293,USER_3171,20.68879592329689,digital_goods,1.3167145061854417,0,3,0,0
TXN_000294,USER_0700,127.90920837892472,travel,18.830684748626616,0,1,1,0
TXN_000295,USER_1140,268.34348762135926,travel,2.0266920757577895,0,4,0,0
TXN_000296,USER_0191,75.93732250891678,digital_goods,8.486377840439076,0,3,0,0
TXN_000297,USER_2301,5.932422862050217,digital_goods,21.40165016281853,1,0,0,0
TXN_000298,USER_0981,10.611733349754944,grocery,6.961618858784796,0,3,0,0
TXN_000299,USER_2976,25.062260187796362,digital_goods,16.62194792097251,0,2,1,0
TXN_000300,USER_1185,55.66243651561601,retail,18.26617293539529,0,2,0,0
TXN_000301,USER_3328,45.05141691733154,electronics,3.0184952555762186,0,2,1,0
TXN_000302,USER_3395,295.5034555826353,travel,4.49300808986805,1,1,1,0
TXN_000303,USER_0128,223.33731671622593,digital_goods,1.6968554252589003,1,2,0,0
TXN_000304,USER_2066,42.407705670452984,grocery,5.963931825979683,0,0,0,0
TXN_000305,USER_1817,123.60624490187077,digital_goods,6.71483660992288,0,4,1,0
TXN_000306,USER_0570,80.87000905227248,retail,2.4899583796015574,0,3,0,0
TXN_000307,USER_1896,25.892845578955274,digital_goods,39.17787040590787,0,0,0,0
TXN_000308,USER_2734,205.7165754473653,retail,5.860784439176053,1,4,0,0
TXN_000309,USER_3864,27.53400291502004,digital_goods,9.780883287643519,1,3,0,0
TXN_000310,USER_4722,158.2149369769901,electronics,11.954259852996984,0,3,0,0
TXN_000311,USER_4015,81.1339325507021,grocery,17.35150923022359,0,5,0,0
TXN_000312,USER_2902,77.79158826900102,retail,15.308000065534317,1,0,0,0
TXN_000313,USER_1687,141.70197284228158,digital_goods,1.8280886191295074,1,1,0,0
TXN_000314,USER_3010,56.13738886342034,travel,12.445399687183691,0,1,0,0
TXN_000315,USER_0155,148.9902355468738,retail,6.158598636241533,0,3,1,0
TXN_000316,USER_2538,64.92616378390423,electronics,15.194414645713888,0,2,1,0
TXN_000317,USER_1410,318.23753767525085,electronics,10.250519953051148,1,2,0,0
TXN_000318,USER_4058,85.89529694113142,travel,4.122161848973025,0,0,0,0
TXN_000319,USER_0785,40.13762582080114,digital_goods,4.307147006841436,0,3,0,0
TXN_000320,USER_3176,113.09240657523448,digital_goods,15.746375100382098,1,3,0,0
TXN_000321,USER_4342,58.485523844173514,digital_goods,4.098829203991674,0,2,0,0
TXN_000322,USER_2807,128.00194895642954,digital_goods,14.630784946648618,1,3,1,0
TXN_000323,USER_0538,139.44018287258822,digital_goods,20.848353890335236,0,3,0,0
TXN_000324,USER_1842,76.96202456916066,travel,12.925962698618388,0,3,0,0
TXN_000325,USER_2456,159.28986351441628,electronics,14.007562984882727,1,1,0,0
TXN_000326,USER_0525,43.74152785179135,travel,10.402862153998832,0,0,0,0
TXN_000327,USER_2951,9.431665718081394,grocery,3.597613711403972,0,2,1,0
TXN_000328,USER_4132,86.49716776023588,grocery,24.265266064849666,0,6,0,0
TXN_000329,USER_4781,113.43798065018615,retail,10.86894701557826,0,1,0,0
TXN_000330,USER_4116,10.669071478384243,digital_goods,20.35651433481553,1,1,0,0
TXN_000331,USER_2369,115.52294096147813,electronics,12.180484630918361,0,5,0,0
TXN_000332,USER_3848,81.44939962351938,retail,12.650592164976583,0,0,0,0
TXN_000333,USER_4496,14.282265106335768,grocery,0.41781165880117843,0,2,0,0
TXN_000334,USER_2702,63.22989902568058,retail,0.6412097962768986,0,2,0,0
TXN_000335,USER_0972,13.634108621147105,grocery,22.880966777905158,0,5,0,0
TXN_000336,USER_1167,34.103437478429896,grocery,33.634607199029816,1,1,0,0
